5.190000,32.500000,4.290000,40.270000,14.730000,5.550000,-39.830002,29.340000,3.490000,0,-1
-23.059999,24.240000,5.560000,-6.880000,36.709999,1.740000,-33.570000,-12.850000,0.620000,0,-1
36.660000,44.139999,0.250000,44.160000,8.940000,4.320000,-21.969999,43.529999,5.010000,0,-1
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-23.190001,19.160000,3.020000,9.830000,38.660000,4.150000,-35.310001,5.540000,4.760000,0,-1
-31.860001,28.280001,3.160000,-34.049999,5.540000,3.980000,5.730000,32.840000,3.650000,0,-1
-27.889999,24.670000,2.490000,-39.349998,18.070000,5.410000,-18.120001,39.590000,0.600000,0,-1
-16.660000,32.500000,5.830000,18.260000,21.510000,2.680000,44.139999,31.030001,3.530000,1,16
-20.610001,21.129999,3.260000,23.950001,21.379999,3.210000,34.900002,43.889999,3.070000,1,13
24.660000,23.520000,1.160000,42.630001,-6.750000,0.640000,-28.309999,18.690001,0.940000,1,16
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-16.660000,32.500000,5.830000,18.260000,21.510000,2.680000,44.139999,31.030001,3.530000,1,13
-20.610001,21.129999,3.260000,18.260000,21.510000,0.840000,44.139999,31.030001,3.530000,1,13
-16.660000,32.500000,5.830000,23.950001,21.379999,3.210000,34.900002,43.889999,3.070000,1,13
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-13.700000,38.299999,1.160000,42.630001,-6.750000,0.640000,-28.309999,18.690001,0.940000,0,-1
40.700001,23.520000,1.160000,42.630001,-6.750000,0.640000,-28.309999,18.690001,0.940000,0,-1
-20.610001,21.129999,3.260000,23.950001,21.379999,3.210000,-11.700000,35.150002,3.780000,1,13
34.910000,6.030000,2.240000,-23.100000,28.440001,0.950000,-5.300000,43.889999,3.070000,1,12
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-16.660000,32.500000,5.830000,18.260000,21.510000,2.680000,44.139999,31.030001,3.530000,1,16
34.910000,-10.800000,2.240000,-23.100000,28.440001,5.140000,-11.700000,35.150002,1.620000,0,-1
34.910000,6.030000,4.390000,-23.100000,28.440001,0.950000,-5.300000,43.889999,3.070000,1,12
-20.610001,21.129999,3.260000,-31.000000,21.379999,3.210000,8.500000,43.889999,3.070000,0,-1
-16.660000,32.500000,5.830000,18.260000,21.510000,0.840000,-30.000000,31.030001,1.640000,1,16
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,44.139999,31.030001,3.530000,1,12
-20.610001,21.129999,3.260000,18.260000,21.510000,0.840000,-11.700000,35.150002,1.910000,1,16
34.910000,6.030000,2.240000,-23.100000,28.440001,0.950000,44.139999,31.030001,0.930000,1,12
-20.610001,21.129999,3.260000,39.200001,21.510000,0.840000,-5.300000,43.889999,3.070000,1,16
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-16.660000,32.500000,5.830000,18.260000,21.510000,2.680000,44.139999,31.030001,3.530000,1,16
-20.610001,21.129999,3.260000,39.200001,11.500000,0.840000,-30.000000,31.030001,1.640000,1,16
-22.700001,32.500000,5.830000,18.260000,21.510000,2.470000,-5.300000,43.889999,3.070000,1,13
34.910000,6.030000,2.240000,-23.100000,28.440001,0.950000,-5.300000,43.889999,3.070000,1,12
34.910000,6.030000,4.390000,-23.100000,28.440001,2.360000,44.139999,-11.500000,0.930000,1,12
34.910000,37.799999,4.390000,-23.100000,28.440001,0.950000,44.139999,31.030001,0.930000,1,16
34.910000,6.030000,2.240000,-23.100000,28.440001,0.950000,-5.300000,43.889999,4.310000,1,12
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,2.010000,1,12
-20.610001,21.129999,3.260000,18.260000,21.510000,0.840000,44.139999,31.030001,3.530000,1,13
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
-16.660000,32.500000,5.830000,18.260000,21.510000,2.680000,44.139999,31.030001,3.530000,0,-1
34.910000,7.400000,2.520000,-23.100000,28.440001,4.830000,44.139999,31.030001,0.930000,1,12
34.910000,37.799999,0.980000,-23.100000,28.440001,0.950000,-11.700000,35.150002,3.800000,0,-1
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,39.799999,1.620000,1,12
34.910000,6.030000,2.520000,12.100000,28.440001,0.950000,-11.700000,35.150002,2.010000,0,-1
-31.799999,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,2.010000,0,-1
-20.610001,21.129999,3.260000,18.260000,21.510000,3.950000,-5.300000,43.889999,2.770000,1,13
34.910000,6.030000,2.240000,-23.100000,28.440001,2.000000,44.139999,31.030001,3.530000,1,12
34.910000,6.030000,2.520000,-23.100000,28.440001,0.950000,-11.700000,35.150002,1.620000,1,12
