x,y,cluster
-9.16,24.08,1
-10.77,32.66,1
-10.77,32.66,1
-9.16,24.08,1
-10.77,32.66,1
-10.77,32.66,1
-10.77,32.66,1
-16.5,23.799999,1
-16.5,23.799999,1
-10.77,32.66,1
-10.77,32.66,1
-9.16,24.08,1
-9.16,24.08,1
-10.77,32.66,1
-10.77,32.66,1
-16.5,23.799999,1
-16.5,23.799999,1
-16.5,23.799999,1
-10.77,32.66,1
-10.77,32.66,1
-16.5,23.799999,1
-10.77,32.66,1
-9.16,24.08,1
-10.77,32.66,1
-10.77,32.66,1
-10.77,32.66,1
-10.77,32.66,1
-9.16,24.08,1
-16.5,23.799999,1
-16.5,23.799999,1
-16.5,23.799999,1
-9.16,24.08,1
-10.77,32.66,1
-10.77,32.66,1
-16.5,23.799999,1
-10.77,24.0,1
-9.16,24.08,1
-5.3,32.66,1
-10.77,24.4,1
-9.16,24.08,1
-10.77,32.66,1
-10.77,24.4,1
-10.77,24.4,1
-10.77,24.4,1
-5.3,32.66,1
-5.3,32.66,1
-16.5,23.799999,1
-16.5,23.799999,1
-10.77,24.4,1
-9.16,24.08,1
