ob1_x,ob1_y,ob1_rot,ob2_x,ob2_y,ob2_rot,ob3_x,ob3_y,ob3_rot,col,id
38.380001,23.360001,0.450000,25.270000,37.080002,4.760000,25.530001,16.450001,2.460000,0,-1
-43.830002,6.950000,4.310000,23.230000,31.740000,4.310000,0.790000,40.849998,4.960000,0,-1
41.270000,14.260000,4.330000,33.470001,33.580002,4.940000,-42.180000,-6.730000,5.680000,0,-1
-34.549999,10.480000,1.960000,11.700000,42.939999,0.190000,24.510000,9.380000,3.950000,0,-1
-29.650000,43.480000,5.360000,33.099998,38.200001,4.230000,27.240000,27.290001,0.520000,0,-1
32.500000,27.730000,0.780000,-29.200001,26.500000,5.500000,-12.210000,37.150002,5.760000,0,-1
-39.650002,22.110001,2.220000,21.840000,26.299999,5.710000,-5.900000,44.459999,4.630000,0,-1
22.209999,38.290001,4.100000,-39.799999,28.160000,4.740000,-24.830000,5.820000,3.270000,0,-1
-39.650002,22.110001,2.220000,21.840000,33.700001,5.710000,-43.820000,36.700001,0.040000,0,-1
22.000000,29.299999,5.050000,33.660000,19.000000,0.830000,3.250000,44.459999,4.630000,0,-1
-37.200001,29.299999,5.050000,30.600000,6.390000,4.150000,-43.820000,-8.800000,0.040000,0,-1
-40.799999,29.299999,5.120000,33.660000,6.390000,5.600000,3.250000,44.459999,5.490000,0,-1
-39.650002,22.110001,4.350000,25.299999,16.940001,5.710000,3.250000,44.459999,4.650000,0,-1
-39.650002,22.110001,3.560000,33.660000,6.390000,5.600000,3.250000,44.459999,4.630000,0,-1
-31.900000,29.299999,5.120000,33.660000,6.390000,5.770000,-43.820000,36.700001,0.040000,0,-1
41.299999,29.299999,0.230000,30.600000,6.390000,1.190000,-29.900000,40.099998,4.130000,0,-1
22.100000,29.299999,4.400000,-25.500000,6.390000,5.520000,-29.900000,40.099998,5.150000,0,-1
31.700001,29.299999,1.990000,30.600000,6.390000,1.190000,-28.900000,36.700001,1.340000,0,-1
-39.650002,22.110001,2.220000,33.660000,6.390000,5.600000,17.400000,36.700001,4.320000,0,-1
44.099998,29.299999,5.400000,33.660000,6.390000,5.800000,-29.100000,43.500000,5.490000,0,-1
-39.650002,22.110001,2.330000,33.660000,6.390000,5.900000,-43.820000,36.700001,0.040000,0,-1
-4.820000,44.799999,5.120000,33.660000,13.800000,0.880000,-43.820000,36.700001,0.040000,0,-1
-39.650002,22.110001,4.060000,-32.400002,6.390000,5.600000,3.250000,44.459999,4.630000,0,-1
-39.650002,22.110001,2.220000,33.660000,6.390000,5.500000,-25.799999,44.459999,4.630000,0,-1
-39.650002,22.110001,2.220000,33.660000,6.390000,5.600000,3.250000,44.459999,2.740000,0,-1
-4.820000,36.599998,5.120000,21.840000,9.900000,5.710000,-43.820000,36.700001,0.040000,0,-1
-39.650002,22.110001,2.220000,21.840000,37.200001,0.310000,-43.820000,36.700001,0.040000,0,-1
-39.650002,22.110001,2.220000,23.799999,16.940001,0.480000,-43.820000,36.700001,0.040000,0,-1
-32.799999,29.299999,5.120000,33.660000,28.100000,0.820000,3.250000,44.459999,4.630000,0,-1
-4.820000,36.000000,5.120000,33.660000,28.100000,0.820000,3.250000,44.459999,4.260000,0,-1
-39.650002,22.110001,5.280000,33.660000,18.600000,0.820000,3.250000,44.459999,4.630000,0,-1
-4.820000,37.799999,5.120000,33.660000,6.390000,5.600000,3.250000,44.459999,4.630000,0,-1
-23.700001,29.000000,5.120000,33.660000,6.390000,5.600000,3.250000,44.459999,4.630000,0,-1
-39.650002,22.110001,2.220000,33.660000,24.600000,0.820000,-43.820000,38.500000,0.900000,0,-1
-39.650002,22.110001,2.220000,33.660000,18.600000,5.720000,-30.299999,44.459999,4.630000,0,-1
21.100000,29.299999,5.120000,33.660000,24.600000,0.820000,-34.500000,36.700001,0.040000,0,-1
-27.500000,29.299999,5.120000,24.299999,6.390000,5.600000,3.250000,44.459999,4.630000,0,-1
-39.650002,22.110001,3.110000,28.299999,16.940001,5.710000,35.299999,36.700001,0.040000,0,-1
-44.200001,22.110001,2.220000,21.840000,7.100000,5.710000,-43.820000,36.700001,0.040000,0,-1
36.599998,22.110001,2.220000,33.660000,5.500000,3.900000,3.250000,44.459999,4.630000,0,-1
