x,y,risk
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
36.32,-0.15,0.9116883116883117
17.49,35.029999,0.8814229249011858
24.360001,19.84,0.7672727272727272
23.280001,31.51,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
23.280001,31.51,0.8814229249011858
24.360001,19.84,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
23.280001,31.51,0.8814229249011858
9.64,27.51,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
16.68,24.799999,0.8814229249011858
17.299999,24.799999,0.8814229249011858
7.3,34.419998,0.8814229249011858
9.64,27.51,0.8814229249011858
9.64,27.51,0.8814229249011858
9.64,27.51,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
9.64,27.51,0.8814229249011858
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
9.64,27.51,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
27.49,13.02,0.7672727272727272
9.64,28.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
27.49,21.200001,0.8601398601398601
27.49,13.02,0.7672727272727272
27.49,20.6,0.8601398601398601
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
9.64,27.51,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,4.9,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
15.7,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,6.5,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,6.5,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
37.43,5.0,0.9116883116883117
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
24.299999,21.639999,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
21.799999,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
21.799999,13.02,0.7672727272727272
21.799999,12.2,0.7672727272727272
21.799999,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
20.200001,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
21.799999,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
20.200001,13.02,0.7672727272727272
20.200001,13.02,0.7672727272727272
21.799999,13.02,0.7672727272727272
25.700001,26.799999,0.8814229249011858
21.799999,12.2,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
21.799999,12.2,0.7672727272727272
27.49,13.02,0.7672727272727272
21.799999,12.2,0.7672727272727272
20.200001,13.02,0.7672727272727272
20.200001,13.02,0.7672727272727272
16.68,17.299999,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
21.799999,12.2,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
21.799999,12.2,0.7672727272727272
20.200001,13.02,0.7672727272727272
37.200001,13.02,0.8601398601398601
16.68,24.799999,0.8814229249011858
21.799999,12.2,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
13.4,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
19.799999,12.2,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
19.799999,12.2,0.7672727272727272
31.6,24.799999,0.8601398601398601
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,18.9,0.8601398601398601
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
37.07,8.8,0.9116883116883117
27.49,13.02,0.7672727272727272
27.49,18.9,0.8601398601398601
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
29.5,21.639999,0.8601398601398601
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
29.5,21.639999,0.8601398601398601
27.49,13.02,0.7672727272727272
27.49,11.4,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,11.4,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,7.3,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,7.3,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,26.299999,0.8601398601398601
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,24.700001,0.8601398601398601
27.49,9.9,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,15.4,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,19.1,0.8601398601398601
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
37.43,1.8,0.9116883116883117
27.49,0.4,0.9116883116883117
27.49,13.02,0.7672727272727272
14.4,24.799999,0.8814229249011858
24.1,24.700001,0.8814229249011858
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,19.1,0.8601398601398601
24.1,7.8,0.7672727272727272
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
14.4,24.799999,0.8814229249011858
24.1,24.700001,0.8814229249011858
27.49,19.1,0.8601398601398601
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
27.49,13.02,0.7672727272727272
24.1,7.8,0.7672727272727272
24.1,24.700001,0.8814229249011858
27.49,13.02,0.7672727272727272
16.68,24.799999,0.8814229249011858
16.68,24.799999,0.8814229249011858
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
26.870001,5.71,0.7672727272727272
30.870001,5.59,0.9116883116883117
36.240002,12.61,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
20.059999,15.12,0.7672727272727272
26.870001,5.71,0.7672727272727272
34.009998,15.1,0.8601398601398601
30.870001,5.59,0.9116883116883117
30.870001,5.59,0.9116883116883117
26.870001,5.71,0.7672727272727272
20.059999,15.12,0.7672727272727272
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
20.059999,15.12,0.7672727272727272
20.059999,15.12,0.7672727272727272
30.870001,5.59,0.9116883116883117
26.870001,2.1,0.9116883116883117
37.23,1.26,0.9116883116883117
36.240002,12.61,0.8601398601398601
26.870001,5.71,0.7672727272727272
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
32.0,12.61,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
26.870001,21.200001,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
36.240002,12.61,0.8601398601398601
31.4,12.61,0.8601398601398601
26.870001,2.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
31.4,12.61,0.8601398601398601
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
26.870001,2.1,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,-1.9,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
26.870001,2.1,0.9116883116883117
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
26.870001,2.1,0.9116883116883117
19.799999,24.280001,0.8814229249011858
31.4,12.61,0.8601398601398601
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
19.799999,24.280001,0.8814229249011858
19.799999,24.280001,0.8814229249011858
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,3.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,3.1,0.9116883116883117
19.799999,24.280001,0.8814229249011858
26.870001,2.1,0.9116883116883117
37.23,1.26,0.9116883116883117
26.870001,2.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,3.1,0.9116883116883117
37.23,3.1,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,3.1,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,3.1,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
19.799999,27.6,0.8814229249011858
37.23,3.1,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
24.0,17.4,0.7672727272727272
34.009998,12.3,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
17.700001,24.280001,0.8814229249011858
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,-2.0,0.9116883116883117
34.009998,17.4,0.8601398601398601
21.799999,7.0,0.7672727272727272
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,18.299999,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
14.05,28.950001,0.8814229249011858
18.799999,24.280001,0.8814229249011858
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
18.799999,24.280001,0.8814229249011858
34.009998,17.4,0.8601398601398601
14.05,28.950001,0.8814229249011858
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
14.05,28.950001,0.8814229249011858
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,14.6,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,14.6,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,14.6,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,13.7,0.8601398601398601
18.299999,17.4,0.7672727272727272
34.009998,14.1,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
14.05,28.950001,0.8814229249011858
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
14.05,28.950001,0.8814229249011858
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,-7.9,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,-7.5,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
34.009998,17.4,0.8601398601398601
37.23,-2.8,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,11.7,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,11.7,0.8601398601398601
37.23,-8.0,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,11.7,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,-8.0,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,11.7,0.8601398601398601
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,4.5,0.9116883116883117
37.23,1.26,0.9116883116883117
37.23,-2.5,0.9116883116883117
34.009998,17.4,0.8601398601398601
34.009998,17.4,0.8601398601398601
11.54,30.110001,0.8814229249011858
27.15,9.81,0.7672727272727272
19.700001,18.799999,0.7672727272727272
11.54,30.110001,0.8814229249011858
27.15,9.81,0.7672727272727272
19.700001,18.799999,0.7672727272727272
19.700001,18.799999,0.7672727272727272
11.54,30.110001,0.8814229249011858
27.15,9.81,0.7672727272727272
