ob1_x,ob1_y,ob1_rot,ob2_x,ob2_y,ob2_rot,ob3_x,ob3_y,ob3_rot,col,id
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
-34.570000,20.740000,3.280000,-11.980000,26.760000,4.330000,41.799999,-0.600000,1.330000,1,-1
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
-34.570000,20.740000,3.280000,-11.980000,26.760000,4.330000,41.799999,-0.600000,1.330000,1,13
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
-34.570000,20.740000,3.280000,-11.980000,26.760000,4.330000,41.799999,-0.600000,1.330000,1,13
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
-34.570000,20.740000,3.280000,-11.980000,26.760000,4.080000,41.799999,-0.600000,1.330000,1,13
-34.570000,42.299999,4.830000,-11.980000,26.760000,4.330000,41.799999,-0.600000,1.330000,1,13
34.610001,6.800000,3.000000,-4.800000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,0.380000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,44.900002,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
8.000000,29.020000,3.000000,21.650000,29.850000,3.710000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
-34.570000,20.740000,3.280000,-11.980000,26.760000,4.080000,41.799999,27.200001,0.610000,1,13
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,-3.700000,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.900000,21.590000,5.200000,1,14
34.610001,29.020000,3.000000,-35.700001,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,43.200001,0.380000,44.900002,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,7.800000,0.380000,44.900002,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.230000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,29.020000,4.490000,21.000000,29.850000,5.210000,-25.900000,21.590000,5.200000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,5.500000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,23.100000,1.760000,1,14
34.610001,40.099998,3.000000,-35.700001,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,29.020000,3.000000,-35.799999,29.850000,4.560000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
39.500000,7.800000,0.380000,21.650000,29.850000,4.560000,-25.860001,23.100000,1.760000,1,14
34.610001,29.020000,3.000000,15.100000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,40.099998,3.000000,21.650000,29.850000,3.750000,-25.860001,21.590000,1.830000,1,14
-11.800000,29.020000,3.230000,0.400000,29.850000,4.560000,-25.860001,21.590000,1.830000,1,14
34.610001,29.020000,5.540000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,11.500000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,5.500000,1,14
34.610001,29.020000,2.400000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,21.590000,1.760000,1,14
34.610001,29.020000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.110000,1,14
34.610001,29.020000,3.000000,21.650000,29.850000,4.560000,-25.860001,22.900000,2.590000,1,14
39.500000,7.800000,0.380000,21.000000,29.850000,5.210000,-25.860001,21.590000,3.700000,1,14
34.610001,29.020000,3.000000,-4.300000,29.850000,5.210000,-25.860001,21.590000,5.500000,1,14
34.610001,11.500000,3.000000,21.000000,29.850000,5.210000,-25.860001,21.590000,1.820000,1,14
