x,y,cluster
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,18.200001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,18.200001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,18.200001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,15.6,1
20.209999,17.610001,1
20.209999,17.610001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,15.6,1
20.68,15.6,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,15.6,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,15.6,1
20.209999,17.610001,1
20.68,15.6,1
20.68,15.6,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,15.6,1
20.68,15.6,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,15.6,1
20.68,20.860001,1
20.68,15.6,1
20.68,20.860001,1
20.68,20.860001,1
20.68,15.6,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
19.0,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
20.68,20.860001,1
20.68,20.860001,1
20.68,20.860001,1
20.209999,17.610001,1
40.150002,-2.5,2
20.68,20.860001,1
-6.23,28.860001,3
-6.23,28.860001,3
21.059999,21.4,1
-6.23,28.860001,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
-19.0,21.4,0
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
-19.0,21.4,0
21.059999,21.4,1
-6.6,21.4,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
-7.1,21.4,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
17.6,21.4,4
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
17.6,21.4,4
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
18.1,21.4,1
12.2,21.4,4
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
-1.1,31.299999,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
13.1,21.4,4
-1.1,31.299999,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
-1.1,32.099998,3
13.1,21.4,4
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
13.1,21.4,4
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
-5.3,28.5,3
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
21.059999,21.4,1
21.059999,20.299999,1
21.059999,4.3,2
21.059999,20.299999,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
21.059999,-4.7,2
21.059999,21.4,1
21.059999,4.3,2
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,-4.7,2
21.059999,20.299999,1
21.059999,16.700001,1
21.059999,19.4,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,-4.7,2
21.059999,16.700001,1
21.059999,21.4,1
21.059999,21.4,1
21.059999,20.299999,1
21.059999,16.700001,1
21.059999,21.4,1
21.059999,-4.7,2
21.059999,21.4,1
21.059999,-4.7,2
21.059999,20.299999,1
11.5,21.4,4
21.059999,16.700001,1
21.059999,21.4,1
21.059999,16.700001,1
21.059999,21.4,1
21.059999,16.700001,1
21.059999,16.700001,1
21.059999,16.700001,1
21.059999,21.4,1
21.059999,16.700001,1
21.059999,16.700001,1
21.059999,16.700001,1
21.059999,16.700001,1
21.059999,21.4,1
21.059999,21.4,1
15.5,19.200001,4
15.5,19.200001,4
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-5.4,25.459999,3
-6.3,23.799999,3
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
-5.4,25.459999,3
15.5,23.799999,4
-6.3,23.799999,3
-6.3,23.799999,3
-6.3,23.799999,3
15.5,23.799999,4
15.5,23.799999,4
-6.3,23.799999,3
-6.3,23.799999,3
-5.4,25.459999,3
-5.4,25.459999,3
15.5,23.799999,4
-6.3,23.799999,3
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,26.700001,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,26.700001,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.299999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,17.5,1
15.5,23.799999,4
15.5,23.299999,4
15.5,18.799999,4
15.5,21.1,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.299999,4
15.5,23.799999,4
15.5,23.799999,4
15.5,23.799999,4
-25.860001,21.59,0
-25.860001,21.59,0
-11.98,26.76,3
-25.860001,21.59,0
-11.98,26.76,3
-25.860001,21.59,0
-11.98,26.76,3
-11.98,26.76,3
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-11.98,26.76,3
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,23.1,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,23.1,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,22.9,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-11.8,29.02,3
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,19.200001,0
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.0,29.02,3
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.0,29.02,3
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-26.6,21.59,0
-26.6,21.59,0
-25.860001,20.299999,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-26.6,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.799999,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.799999,0
-25.860001,21.59,0
-25.860001,21.59,0
-5.6,29.85,3
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.4,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.700001,21.59,0
-25.860001,21.59,0
-25.860001,20.9,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,20.9,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.700001,21.59,0
-25.860001,21.59,0
-25.700001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.700001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.9,21.59,0
-17.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-17.9,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-20.0,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
-25.860001,21.59,0
